time,PriceUSD,raw_signal,adjusted_signal,dynamic_multiplier,daily_allocation_usd,daily_btc_purchase,mvrv_zone,vol_regime
2010-10-09,0.0938,0.0,0.0,1.0,100.0,1066.0980810234541,Neutral,High
2010-10-10,0.0971462010520164,0.0,0.0,1.0,100.0,1029.3763309020756,Neutral,High
2010-10-11,0.095,0.0,0.0,1.0,100.0,1052.6315789473683,Neutral,High
2010-10-12,0.0949,0.0,0.0,1.0,100.0,1053.740779768177,Neutral,High
2010-10-13,0.104865589129164,0.0,0.0,1.0,100.0,953.601661235403,Neutral,High
2010-10-14,0.102,0.0,0.0,1.0,100.0,980.3921568627452,Neutral,High
2010-10-15,0.105,0.0,0.0,1.0,100.0,952.3809523809524,Neutral,High
2010-10-16,0.101,0.0,0.0,1.0,100.0,990.09900990099,Neutral,High
2010-10-17,0.102,0.0,0.0,1.0,100.0,980.3921568627452,Neutral,High
2010-10-18,0.1024,0.0,0.0,1.0,100.0,976.5625,Neutral,High
2010-10-19,0.0975448918760959,0.0,0.0,1.0,100.0,1025.1690075890663,Neutral,High
2010-10-20,0.099,0.0,0.0,1.0,100.0,1010.10101010101,Neutral,High
2010-10-21,0.107,0.0,0.0,1.0,100.0,934.5794392523364,Neutral,High
2010-10-22,0.1025,0.0,0.0,1.0,100.0,975.609756097561,Neutral,High
2010-10-23,0.104556424313267,0.0,0.0,1.0,100.0,956.4213835429638,Neutral,High
2010-10-24,0.11501,0.0,0.0,1.0,100.0,869.4896095991653,Neutral,High
2010-10-25,0.139118552893045,0.0,0.0,1.0,100.0,718.8113872696797,Neutral,High
2010-10-26,0.151,0.0,0.0,1.0,100.0,662.2516556291391,Neutral,High
2010-10-27,0.1877,0.0,0.0,1.0,100.0,532.7650506126798,Neutral,High
2010-10-28,0.1731,0.0,0.0,1.0,100.0,577.7007510109763,Neutral,High
2010-10-29,0.19,0.0,0.0,1.0,100.0,526.3157894736842,Neutral,High
2010-10-30,0.197610543541789,0.0,0.0,1.0,100.0,506.0458728957084,Neutral,High
2010-10-31,0.1925,0.0,0.0,1.0,100.0,519.4805194805194,Neutral,High
2010-11-01,0.194525061367621,0.0,0.0,1.0,100.0,514.0725791162514,Neutral,High
2010-11-02,0.1938,0.0,0.0,1.0,100.0,515.9958720330237,Neutral,High
2010-11-03,0.1931,0.0,0.0,1.0,100.0,517.8663904712585,Neutral,High
2010-11-04,0.229275160724722,0.0,0.0,1.0,100.0,436.1571470887091,Neutral,High
2010-11-05,0.259112413793104,0.0,0.0,1.0,100.0,385.9328796182184,Neutral,High
2010-11-06,0.400982302746932,0.0,0.0,1.0,100.0,249.38756477517668,Neutral,High
2010-11-07,0.34,0.0,0.0,1.0,100.0,294.11764705882354,Neutral,High
2010-11-08,0.243184628872005,0.0,0.0,1.0,100.0,411.210200512438,Neutral,High
2010-11-09,0.217272694330801,0.0,0.0,1.0,100.0,460.2511158063354,Neutral,High
